model,sample_size,seed,setting,eval_index,text,true_label,predicted_label,positive_score,raw_output
Prompt_LLM,5000,13,D1_to_D2,0,I've put up a manual with simple cover page at let me know what you think. I still need to put in something that will dynamically insert the version number. That is for tomorrow though :),1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,13,D1_to_D2,1,"Looked into it and attached a patch that fixed some documentation mismatches, changed the pseudo distributed mode setting a little so that we just start one instance. Additional regionservers can be started with the local regionserver sh script.",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,13,D1_to_D2,2,I also found that it wont add if you doin't select from the auto drop down even if you spelt the project's name correctly.,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,13,D1_to_D2,3,"Currently in the description of this issue the before and after examples are the same text. :-) More typo-ing, whee. On the parent I remarked we should figure out how to test the bin scripts. Or convert them all to Java utilities and test those. Let's not make that a requirement to get this fix in though.",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,13,D1_to_D2,4,"Oops, I can't read. I missed the ""latest"" part. And indeed, it does appear to be gone. We should test an updated bundled version.",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,13,D1_to_D2,5,"Yes i believe that as well. The patch mostly lgtm. The word region is misspelled in some exception text. That exception could provide more information for debugging. You have: Add the region name, the znode path, and the stacktrace to the log line.",1,0,,"NON_SATD

Explanation:
The"
Prompt_LLM,5000,13,D1_to_D2,6,"Packages, classes and methods that are marked with the or annotation should not appear in the public Javadoc. Developer Javadoc generated using the ""javadoc-dev"" ant target should continue to generate Javadoc for all program elements.",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,13,D1_to_D2,7,TSSLSocket has dead code in checkHandshake,1,1,,"SATD

Explanation: The comment """
Prompt_LLM,5000,13,D1_to_D2,8,"successor to HADOOP-12527; given the discourse there I'm going to change the title of that one and close this as a duplicate. see also: for some coverage of the problem. We aren't scared of Avro, but do need to take care of its transitive dependencies. Help there showing what they are and testing all down the stack is very much appreciated",1,1,,"SATD

Explanation:
The comment explicitly"
Prompt_LLM,5000,13,D1_to_D2,9,"I like the map declaration, but I think that the MetaData class should live outside of the generated code. It's not actually a class that will vary by structure, so it should just live in c.f.thrift.",1,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,13,D1_to_D2,10,"Both client and server sockets in Java were not enable tcp keepalive. This is important for reap dead tcp connections. If not enabled, the process can not be notified appropriately while remote peer crashed or connection interrupted.",0,1,,"SATD
```python
def classify"
Prompt_LLM,5000,13,D1_to_D2,11,Closing old resolved issues,0,0,,"NON_SATD

Explanation: The"
Prompt_LLM,5000,13,D1_to_D2,12,"It turns out that Enums in Java don't have good hashcode behavior. It uses object ID, which can be inconsistent between different invocations of the same application, which breaks things like Hadoop partitioning. We should use the hash of the actual thrift field id instead of the hash of the enum version of the field.",1,1,,"SATD

Explanation: The comment explicitly"
Prompt_LLM,5000,13,D1_to_D2,13,"Thanks now I understand why: Turns out that if you point env HADOOP_HOME to a Hadoop3 path with hbase2.0 convenience binary, the classpath will contain both Hadoop 2.7.4 and Hadoop 3 jar files. Effectively causing class conflicts. Since Hadoop 3 jars are available, HBase is able to query StreamCapabilities of the output stream. However, because Hadoop 2.7.4 jars is loaded before Hadoop 3 jars in classpath, it loaded the class implemented in Hadoop 2.7.4, which does not inherit from StreamCapabilities. This is not a problem in the code itself. But the code can be improved to log a warning message when output stream class does not inherit from StreamCapabilities.",1,1,,"SATD

Explanation:
The comment explicitly"
